자치구,법정동,지번,경도,위도,PNU,대지면적_m2,건폐율_pct,용적률_pct,주택형태,노후년수,임대세대수,공시지가_2026_원per_m2,지형높이,지형형상,도로접면,OSC공법,신규임대유형,지하철역_800m,버스정류장_800m,초등학교_800m,중고등학교_800m
강서구,화곡동,61-89,126.846315,37.5416837,1150010300100610089,255.00,59.91,174.46,단독주택,27.5,9,3462000,완경사,정방형,세로한면(가),소형,청년,1,59,3,1
강서구,화곡동,61-113,126.8467744,37.5419605,1150010300100610113,188.10,59.35,163.39,단독주택,30.9,7,3546000,평지,정방형,소로한면,중형,청년,1,60,3,1
강서구,화곡동,95-102,126.8435468,37.5462396,1150010300100950102,150.01,58.88,160.22,단독주택,28.4,7,3147000,완경사,세로장방,세로한면(가),소형,청년,2,56,5,0
강서구,화곡동,98-31,126.8444009,37.5438146,1150010300100980031,254.00,59.24,160.71,단독주택,29.3,14,3762000,평지,사다리형,세로한면(가),소형,청년,1,51,4,0
강서구,화곡동,102-170,126.8453259,37.5395113,1150010300101020170,188.00,59.86,175.80,공동주택,23.3,1,2893000,완경사,가로장방,세로한면(가),,청년,1,65,3,1
강서구,화곡동,102-356,126.8475743,37.5395376,1150010300101020356,,,,,,,2908000,완경사,가로장방,세로한면(가),소형,청년,1,68,4,1
강서구,화곡동,105-437,126.8437758,37.538174,1150010300101050437,0.00,59.36,0.00,단독주택,28.0,8,2569000,완경사,사다리형,세로한면(불),소형,청년,2,68,4,1
강서구,화곡동,105-426,126.8438553,37.5385589,1150010300101050426,241.00,44.22,159.52,공동주택,38.7,1,2790000,완경사,세로장방,세로한면(가),,청년,2,69,4,1
강서구,화곡동,151-12,126.8508927,37.5366437,1150010300101510012,205.00,53.43,80.73,단독주택,32.8,8,2635000,완경사,세로장방,세로한면(가),소형,청년,1,83,3,4
강서구,화곡동,156-27,126.8505056,37.5348751,1150010300101560027,244.90,59.97,103.54,단독주택,28.4,5,3194000,완경사,세로장방,세로한면(가),소형,청년,1,90,3,4
강서구,화곡동,156-29,126.8509647,37.5349547,1150010300101560029,188.00,51.80,115.86,단독주택,34.2,6,3830000,완경사,세로장방,소로한면,중형,청년,1,96,3,4
강서구,화곡동,158-10,126.8503852,37.5333284,1150010300101580010,140.10,51.43,103.60,공동주택,33.2,1,3827000,완경사,정방형,세로각지(가),,청년,1,88,1,1
강서구,화곡동,158-27,126.850902,37.5329063,1150010300101580027,252.56,59.46,151.33,단독주택,27.1,7,3622000,완경사,세로장방,세로한면(가),소형,청년,1,88,2,0
강서구,화곡동,158-46,126.8508942,37.5330209,1150010300101580046,191.70,44.33,150.01,공동주택,27.2,1,3622000,완경사,정방형,세로한면(가),,청년,1,88,2,0
강서구,화곡동,167-41,126.8516867,37.5363496,1150010300101670041,320.20,58.34,164.13,단독주택,30.0,8,2883000,완경사,가로장방,소로각지,중형,청년,1,87,3,3
강서구,화곡동,167-42,126.8527131,37.5358815,1150010300101670042,177.10,51.01,145.75,공동주택,22.3,1,2710000,완경사,가로장방,세로각지(가),,청년,1,92,3,3
강서구,화곡동,351-11,126.8424382,37.5356998,1150010300103510011,283.90,59.86,183.98,단독주택,31.0,5,3316000,완경사,세로장방,세로한면(가),소형,청년,2,54,3,1
강서구,화곡동,359-41,126.8384101,37.5324849,1150010300103590041,153.00,54.30,111.43,단독주택,33.1,7,3439000,평지,세로장방,세로한면(가),소형,청년,1,37,1,1
강서구,화곡동,366-95,126.8408895,37.5341751,1150010300103660095,128.52,58.48,104.27,단독주택,28.0,7,3822000,평지,세로장방,세로각지(가),소형,청년,1,43,2,1
강서구,화곡동,368-71,126.8396952,37.5364929,1150010300103680071,152.10,59.81,142.95,단독주택,28.0,4,3749000,평지,세로장방,세로한면(가),소형,유지,2,48,2,1
강서구,화곡동,369-13,126.8405064,37.5360369,1150010300103690013,128.50,57.24,153.12,단독주택,33.9,5,3606000,평지,세로장방,세로한면(가),소형,유지,2,49,2,1
강서구,화곡동,369-22,126.8399147,37.5362246,1150010300103690022,128.20,52.19,101.04,단독주택,29.7,8,3606000,평지,세로장방,세로한면(가),소형,유지,2,47,2,1
강서구,화곡동,395-2,126.8500761,37.534758,1150010300103950002,146.80,55.77,149.22,단독주택,27.1,11,3562000,완경사,사다리형,세로한면(가),소형,청년,1,87,3,3
강서구,화곡동,397-26,126.8485593,37.5347914,1150010300103970026,294.50,0.00,163.47,공동주택,37.7,1,3716000,평지,세로장방,세로한면(가),,청년,1,78,2,1
강서구,화곡동,408-83,126.8457318,37.5379583,1150010300104080083,,,,,,,2771000,완경사,가로장방,세로한면(불),소형,청년,2,71,3,1
강서구,화곡동,409-50,126.8478038,37.5384372,1150010300104090050,0.00,59.89,0.00,단독주택,33.6,6,2998000,완경사,세로장방,세로한면(가),소형,청년,2,75,4,1
강서구,화곡동,409-145,126.8474194,37.5371068,1150010300104090145,131.00,59.50,97.77,단독주택,31.0,7,3021000,완경사,세로장방,세로한면(불),소형,청년,2,82,5,1
강서구,화곡동,409-224,126.8454023,37.5358927,1150010300104090224,146.00,59.95,118.65,단독주택,27.4,3,3058000,완경사,가로장방,세로한면(가),소형,청년,2,69,3,1
강서구,화곡동,410-11,126.8497288,37.5374954,1150010300104100011,152.00,59.99,140.90,단독주택,31.6,5,3091000,완경사,세로장방,세로한면(가),소형,신혼부부,1,79,4,4
강서구,화곡동,410-176,126.8470186,37.5369642,1150010300104100176,133.00,55.90,119.90,단독주택,28.6,8,3021000,완경사,정방형,세로한면(불),소형,신혼부부,2,76,4,1
강서구,화곡동,410-208,126.8494204,37.5383553,1150010300104100208,159.00,59.96,103.70,단독주택,30.7,7,2816000,완경사,가로장방,세로각지(가),소형,신혼부부,1,78,4,4
강서구,화곡동,424-158,126.8402383,37.5311536,1150010300104240158,179.60,49.15,158.01,공동주택,25.1,1,3689000,평지,세로장방,세로한면(가),,청년,1,37,2,1
강서구,화곡동,452-13,126.8513359,37.5337107,1150010300104520013,182.00,59.48,95.70,단독주택,29.1,7,3830000,완경사,세로장방,소로한면,중형,청년,1,93,2,2
강서구,화곡동,454-7,126.8531836,37.5336115,1150010300104540007,279.20,59.66,187.28,단독주택,33.3,4,3387000,완경사,세로장방,소로한면,중형,청년,1,90,2,3
강서구,화곡동,455-18,126.8531469,37.5343209,1150010300104550018,168.60,59.76,148.17,단독주택,27.9,7,3075000,완경사,세로장방,세로한면(가),소형,청년,1,90,2,3
강서구,화곡동,459-10,126.8541172,37.5358466,1150010300104590010,155.30,49.52,99.05,공동주택,34.1,1,2889000,완경사,가로장방,세로한면(불),,청년,1,88,2,3
강서구,화곡동,465-17,126.8550716,37.5365158,1150010300104650017,112.70,59.62,164.70,단독주택,31.6,6,3429000,평지,정방형,세로한면(가),소형,신혼부부,0,83,2,3
강서구,화곡동,504-35,126.8603172,37.53684,1150010300105040035,159.00,59.68,110.23,단독주택,32.2,5,2986000,완경사,세로장방,세로한면(가),소형,청년,0,65,2,6
강서구,화곡동,504-153,126.8617276,37.5363097,1150010300105040153,176.97,49.07,93.13,단독주택,35.3,3,3252000,완경사,사다리형,세로한면(가),소형,청년,0,68,3,6
강서구,화곡동,772-29,126.8511893,37.5461122,1150010300107720029,284.00,59.71,207.57,공동주택,26.4,1,2658000,완경사,세로장방,세로각지(가),,청년,0,44,5,1
강서구,화곡동,772-38,126.8504005,37.5453954,1150010300107720038,189.20,53.76,98.72,단독주택,33.1,5,2669000,완경사,정방형,세로한면(가),소형,신혼부부,0,42,4,0
강서구,화곡동,814-35,126.859701,37.5359363,1150010300108140035,179.40,58.73,104.75,단독주택,30.3,5,3623000,평지,사다리형,세로각지(가),소형,신혼부부,0,71,3,6
강서구,화곡동,821-27,126.856803,37.5353345,1150010300108210027,130.20,59.90,177.05,단독주택,31.3,7,3741000,평지,정방형,소로한면,중형,신혼부부,0,84,2,4
강서구,화곡동,826-3,126.8591685,37.5355464,1150010300108260003,156.00,59.23,115.07,단독주택,31.6,5,3579000,평지,세로장방,세로한면(가),소형,신혼부부,0,75,3,6
강서구,화곡동,845-34,126.8572949,37.5301344,1150010300108450034,159.40,55.28,104.27,단독주택,33.6,6,4054000,평지,세로장방,세로한면(불),소형,청년,2,64,3,1
강서구,화곡동,846-45,126.8575196,37.5304195,1150010300108460045,125.10,59.92,104.89,단독주택,31.3,5,3840000,평지,세로장방,세로각지(가),소형,청년,2,67,2,1
강서구,화곡동,850-4,126.8562157,37.530754,1150010300108500004,187.80,52.98,198.64,공동주택,20.9,7,4165000,평지,세로장방,소로한면,중형,신혼부부,1,74,2,0
강서구,화곡동,852-28,126.8560451,37.530073,1150010300108520028,180.07,49.20,111.56,단독주택,35.8,6,4268000,평지,가로장방,세로한면(가),소형,신혼부부,1,69,2,1
강서구,화곡동,858-22,126.854134,37.5309539,1150010300108580022,122.70,49.97,99.95,단독주택,34.1,5,3192000,평지,자루형,세로한면(가),소형,신혼부부,2,77,2,1
강서구,화곡동,866-16,126.8567538,37.5338795,1150010300108660016,212.70,58.58,229.67,공동주택,23.2,1,3442000,평지,자루형,소로한면,,청년,0,80,2,3
강서구,화곡동,869-34,126.8534206,37.5325994,1150010300108690034,226.80,39.27,72.38,단독주택,34.0,6,3089000,완경사,자루형,세로한면(가),소형,신혼부부,1,86,3,3
강서구,화곡동,895-5,126.8499581,37.530057,1150010300108950005,162.60,59.88,145.71,단독주택,28.0,8,4320000,평지,세로장방,소로한면,중형,신혼부부,1,68,3,1
강서구,화곡동,900-36,126.845457,37.5296085,1150010300109000036,121.85,67.85,108.08,단독주택,31.6,4,4322000,평지,세로장방,세로한면(가),소형,신혼부부,1,40,4,2
강서구,화곡동,910-6,126.8455903,37.5281506,1150010300109100006,137.78,52.17,120.96,단독주택,33.3,6,4298000,평지,세로장방,세로한면(가),소형,신혼부부,1,42,5,1
강서구,화곡동,911-4,126.8441601,37.5280365,1150010300109110004,150.40,59.94,88.24,단독주택,31.1,5,3545000,평지,자루형,세로한면(가),소형,신혼부부,1,37,4,1
강서구,화곡동,924-12,126.8417429,37.5292774,1150010300109240012,127.70,61.11,103.66,단독주택,31.2,5,4441000,평지,세로장방,세로한면(가),소형,신혼부부,1,30,4,1
강서구,화곡동,934-11,126.8409083,37.5279894,1150010300109340011,135.90,59.89,114.20,단독주택,33.2,6,4132000,평지,가로장방,세로한면(가),소형,신혼부부,1,37,3,0
강서구,화곡동,934-29,126.8404249,37.5280011,1150010300109340029,171.90,53.72,135.85,단독주택,27.3,5,4346000,평지,자루형,중로한면,소형,신혼부부,1,36,3,0
강서구,화곡동,936-31,126.839894,37.52921,1150010300109360031,171.60,67.36,182.09,단독주택,33.0,17,4485000,평지,정방형,세로한면(가),소형,신혼부부,1,29,3,0
강서구,화곡동,961-2,126.8513638,37.5481629,1150010300109610002,227.10,57.97,95.58,단독주택,32.2,5,3136000,완경사,가로장방,세로한면(가),소형,청년,0,46,4,1
강서구,화곡동,963-7,126.8508327,37.5477123,1150010300109630007,157.70,59.97,160.10,단독주택,30.5,7,3073000,평지,정방형,세로한면(가),소형,신혼부부,0,48,4,1
강서구,화곡동,964-9,126.850308,37.5468381,1150010300109640009,170.00,57.93,113.55,단독주택,33.4,5,3546000,평지,정방형,소로각지,중형,신혼부부,0,52,5,1
강서구,화곡동,975-15,126.8491967,37.5491136,1150010300109750015,136.47,59.82,162.74,단독주택,30.0,7,4243000,평지,가로장방,세로각지(가),소형,신혼부부,0,48,4,0
강서구,화곡동,975-19,126.8488916,37.5489778,1150010300109750019,184.90,59.68,164.91,단독주택,28.6,8,4138000,평지,정방형,세로각지(가),소형,청년,0,50,3,0
강서구,화곡동,985-9,126.8464748,37.5502155,1150010300109850009,344.74,43.10,149.45,공동주택,23.0,10,3190000,완경사,사다리형,세로한면(가),소형,청년,0,50,4,0
강서구,화곡동,995-14,126.8476955,37.5518436,1150010300109950014,153.10,59.82,159.36,공동주택,23.2,5,3899000,평지,세로장방,세로한면(가),소형,청년,0,55,2,1
강서구,화곡동,1010-9,126.834367,37.5468391,1150010300110100009,131.10,53.98,102.84,단독주택,33.4,4,3650000,평지,세로장방,세로한면(가),소형,청년,1,34,3,10
강서구,화곡동,1015-29,126.834897,37.5451037,1150010300110150029,165.40,49.60,99.10,단독주택,34.3,5,4047000,평지,사다리형,세로각지(가),소형,청년,2,40,4,7
강서구,화곡동,1016-30,126.8344485,37.5444737,1150010300110160030,213.50,57.98,98.25,단독주택,27.2,5,3476000,평지,세로장방,세로한면(가),소형,청년,2,40,4,7
강서구,화곡동,1017-10,126.8332584,37.5441875,1150010300110170010,145.80,59.89,149.56,단독주택,26.7,5,3368000,평지,사다리형,세로한면(가),소형,신혼부부,2,36,3,7
강서구,화곡동,1018-8,126.8336533,37.5437019,1150010300110180008,228.20,57.98,199.57,공동주택,20.4,9,3021000,평지,자루형,세로한면(가),소형,청년,2,41,3,7
강서구,화곡동,1018-11,126.8338194,37.543786,1150010300110180011,239.50,59.90,163.47,단독주택,27.8,8,3473000,평지,가로장방,세로한면(가),소형,청년,2,41,3,7
강서구,화곡동,1018-20,126.8343181,37.5436523,1150010300110180020,246.70,59.47,162.13,단독주택,26.9,5,3368000,평지,사다리형,세로한면(가),소형,청년,2,45,3,7
강서구,화곡동,1033-36,126.8379343,37.5431751,1150010300110330036,203.50,59.24,153.89,단독주택,30.3,7,3518000,평지,사다리형,세로한면(가),소형,청년,2,53,3,3
강서구,화곡동,1033-40,126.8376728,37.5434602,1150010300110330040,122.50,59.96,119.31,단독주택,31.1,6,3627000,평지,세로장방,세로한면(가),소형,청년,2,53,3,3
강서구,화곡동,1036-27,126.836355,37.5429692,1150010300110360027,262.30,56.88,155.40,단독주택,27.2,9,4114000,평지,세로장방,소로한면,중형,신혼부부,2,47,2,4
강서구,화곡동,1040-10,126.8339148,37.5428552,1150010300110400010,183.20,59.45,173.31,단독주택,28.5,7,3144000,평지,자루형,세로한면(가),소형,신혼부부,2,45,2,7
강서구,화곡동,1040-11,126.8339897,37.5428585,1150010300110400011,246.80,44.47,70.32,단독주택,34.1,4,3596000,평지,세로장방,세로한면(가),소형,신혼부부,2,46,2,7
강서구,화곡동,1041-26,126.8337503,37.5419847,1150010300110410026,119.40,59.19,109.93,단독주택,31.1,4,3144000,평지,자루형,세로한면(가),소형,청년,2,47,2,4
강서구,화곡동,1043-4,126.8337059,37.5410666,1150010300110430004,128.73,59.98,198.97,공동주택,22.7,5,3263000,평지,세로장방,세로한면(가),소형,청년,1,49,3,2
강서구,화곡동,1049-34,126.8376381,37.5416207,1150010300110490034,134.70,59.10,99.53,단독주택,28.6,5,4023000,평지,사다리형,세로각지(가),소형,청년,1,45,3,1
강서구,화곡동,1060-10,126.842628,37.543661,1150010300110600010,176.68,53.03,129.53,단독주택,28.3,7,3983000,평지,가로장방,세로한면(불),소형,신혼부부,1,49,4,0
강서구,화곡동,1088-3,126.835398,37.5376866,1150010300110880003,327.60,42.94,156.32,공동주택,33.1,1,3152000,평지,자루형,세로한면(가),소형,청년,1,48,3,3
강서구,화곡동,1121-18,126.8525811,37.5522965,1150010300111210018,405.00,57.89,111.54,단독주택,28.2,19,4213000,평지,세로장방,세로한면(가),,청년,0,43,3,4
강서구,화곡동,1133-1,126.853666,37.5514896,1150010300111330001,332.60,59.44,142.04,단독주택,28.2,13,3507000,완경사,세로장방,세로한면(가),중형,청년,0,41,3,4
강서구,내발산동,671-24,126.8399429,37.5536798,1150010600106710024,195.40,43.55,84.75,단독주택,33.2,6,3420000,평지,세로장방,세로한면(가),소형,청년,2,50,3,5
강서구,내발산동,671-25,126.8399781,37.5537758,1150010600106710025,250.60,59.71,239.44,공동주택,22.8,12,3420000,평지,세로장방,세로한면(가),소형,청년,2,50,3,5
강서구,내발산동,687-16,126.8328365,37.552293,1150010600106870016,338.70,59.28,160.87,단독주택,29.3,10,3485000,평지,세로장방,세로각지(가),소형,청년,1,43,4,11
강서구,내발산동,695-2,126.8320965,37.5514805,1150010600106950002,136.70,59.58,147.58,단독주택,27.2,4,3439000,평지,세로장방,세로한면(가),소형,청년,1,39,4,12
강서구,내발산동,695-17,126.8325386,37.5510608,1150010600106950017,226.90,58.50,148.09,단독주택,30.5,7,3232000,평지,정방형,세로한면(불),소형,청년,1,39,4,12
강서구,내발산동,703-12,126.837737,37.5523246,1150010600107030012,133.90,59.68,101.04,단독주택,32.3,4,3447000,평지,정방형,세로한면(가),소형,청년,2,44,4,7
강서구,내발산동,710-37,126.8336755,37.5508824,1150010600107100037,265.80,54.03,75.80,단독주택,29.1,6,3429000,평지,사다리형,세로한면(가),소형,청년,1,40,3,11
강서구,내발산동,721-2,126.8345494,37.5488009,1150010600107210002,,,,,,,3295000,평지,자루형,세로한면(가),소형,청년,1,32,3,10
서대문구,대신동,142-1,126.945696,37.5690895,1141011300101420001,269.79,56.65,188.18,공동주택,22.3,11,5260000,완경사,세로장방,중로한면,중형,신혼부부,0,14,0,2
서대문구,연희동,48-58,126.9336357,37.5681575,1141011700100480058,145.00,53.85,127.03,단독주택,31.8,5,4124000,완경사,부정형,세로한면(가),소형,신혼부부,0,39,1,1
서대문구,연희동,69-20,126.9322781,37.5675989,1141011700100690020,288.00,49.94,99.88,단독주택,28.3,10,4968000,평지,사다리형,세로한면(가),소형,청년,0,43,1,1
서대문구,연희동,69-72,126.9323968,37.5675347,1141011700100690072,172.60,59.27,158.22,단독주택,26.5,5,4968000,평지,사다리형,세로한면(가),소형,신혼부부,0,43,1,1
서대문구,연희동,334-70,126.9287746,37.5632492,1141011700103340070,341.20,52.99,140.38,단독주택,27.8,11,4672000,평지,사다리형,세로한면(가),소형,신혼부부,0,52,2,1
서대문구,연희동,353-81,126.9280072,37.5622363,1141011700103530081,345.10,58.42,142.23,단독주택,27.9,15,4867000,평지,가로장방,세로한면(불),소형,신혼부부,1,55,1,4
서대문구,연희동,446-268,126.920188,37.5678591,1141011700104460268,155.70,59.87,169.48,단독주택,30.1,9,3426000,완경사,세로장방,세로한면(가),소형,청년,0,66,2,5
마포구,서교동,345-25,126.9231789,37.554465,1144012000103450025,178.50,59.53,0.00,공동주택,21.7,12,11510000,평지,사다리형,세로한면(불),소형,청년,2,92,2,0
마포구,서교동,461-15,126.9172396,37.5554818,1144012000104610015,166.00,55.80,112.06,단독주택,30.2,7,6225000,평지,가로장방,세로한면(가),소형,청년,4,90,4,2
마포구,서교동,469-26,126.9138599,37.5569868,1144012000104690026,275.00,52.17,102.19,단독주택,30.2,8,10630000,평지,정방형,중로각지,대형,신혼부부,2,82,3,2
마포구,서교동,469-58,126.9135712,37.55705,1144012000104690058,392.40,54.09,136.92,단독주택,30.2,10,6800000,평지,사다리형,세로한면(가),소형,신혼부부,2,83,3,2
마포구,서교동,473-45,126.9121834,37.5571916,1144012000104730045,109.00,54.76,130.82,공동주택,22.5,4,6869000,평지,정방형,세로한면(가),,청년,1,83,3,3
마포구,합정동,448-5,126.9057854,37.5507872,1144012200104480005,,,,,,,7431000,평지,정방형,소로한면,중형,청년,3,50,1,0
마포구,망원동,338-23,126.9069269,37.553292,1144012300103380023,,,,,,,5571000,평지,정방형,세로한면(불),소형,청년,3,76,2,0
마포구,망원동,338-63,126.9068229,37.5529918,1144012300103380063,,,,,,,5793000,평지,정방형,세로한면(가),소형,청년,3,72,2,0
마포구,망원동,380-16,126.9085077,37.5551783,1144012300103800016,,,,,,,6068000,평지,사다리형,세로한면(불),소형,신혼부부,3,80,4,2
마포구,망원동,384-18,126.9088797,37.5536259,1144012300103840018,,,,,,,6195000,평지,가로장방,세로한면(가),소형,신혼부부,3,81,4,2
마포구,망원동,405-42,126.9029487,37.5549967,1144012300104050042,,,,,,,6210000,평지,정방형,세로한면(불),소형,청년,1,65,3,0
마포구,망원동,409-47,126.9023386,37.5551606,1144012300104090047,,,,,,,7496000,평지,가로장방,소로각지,중형,신혼부부,1,63,3,0
마포구,성산동,32-12,126.9117518,37.5596705,1144012500100320012,,,,,,,4118000,완경사,자루형,세로한면(가),소형,신혼부부,1,79,4,6
마포구,성산동,81-12,126.9097612,37.5637795,1144012500100810012,,,,,,,5169000,완경사,사다리형,세로한면(가),소형,신혼부부,1,62,4,4
마포구,성산동,81-123,126.9098759,37.5637383,1144012500100810123,,,,,,,5169000,완경사,사다리형,세로한면(가),소형,청년,1,62,4,4
마포구,성산동,111-2,126.9145412,37.5637353,1144012500101110002,,,,,,,5613000,평지,세로장방,세로한면(가),소형,신혼부부,0,68,3,7
마포구,성산동,258-31,126.907385,37.5604471,1144012500102580031,,,,,,,4870000,평지,자루형,세로한면(가),소형,신혼부부,2,79,6,3
마포구,성산동,586-6,126.9086138,37.562466,1144012500105860006,,,,,,,4905000,완경사,사다리형,세로한면(가),소형,신혼부부,2,61,6,4
마포구,성산동,606-9,126.9163731,37.5660094,1144012500106060009,,,,,,,4863000,평지,사다리형,세로한면(가),소형,신혼부부,0,64,3,6
은평구,녹번동,29-86,126.9310604,37.6059493,1138010200100290086,246.22,59.87,117.94,단독주택,31.4,9,2922000,완경사,세로장방,세로한면(불),소형,신혼부부,4,52,3,0
은평구,녹번동,29-101,126.9314205,37.6053799,1138010200100290101,168.37,58.02,164.57,단독주택,27.2,7,3448000,완경사,사다리형,세로한면(가),소형,신혼부부,4,45,3,0
은평구,녹번동,82-17,126.926449,37.6032775,1138010200100820017,,,,,,,3557000,평지,정방형,세로한면(가),소형,청년,1,65,2,1
은평구,녹번동,105-23,126.9280241,37.6063357,1138010200101050023,147.50,48.73,103.72,단독주택,34.6,4,3468000,평지,사다리형,세로각지(가),소형,청년,3,64,4,0
은평구,불광동,28-3,126.9333081,37.6229996,1138010300100280003,253.64,0.00,119.10,공동주택,33.2,1,2807000,평지,사다리형,세로한면(불),소형,청년,1,26,3,2
은평구,불광동,105-48,126.9292122,37.6232855,1138010300101050048,,,,,,,3750000,완경사,정방형,세로각지(가),,청년,1,29,4,4
은평구,불광동,181-1,126.9329199,37.622946,1138010300101810001,0.00,59.93,0.00,단독주택,27.5,4,2994000,평지,부정형,세로한면(가),소형,신혼부부,1,27,3,2
은평구,불광동,228-15,126.931387,37.6193098,1138010300102280015,96.00,59.77,220.85,단독주택,27.4,5,2719000,급경사,세로장방,세로한면(불),소형,청년,1,35,3,2
은평구,불광동,443-66,126.9260788,37.6250681,1138010300104430066,92.13,59.92,179.81,단독주택,30.9,7,3006000,완경사,가로장방,세로각지(가),소형,청년,0,53,3,5
은평구,불광동,445-402,126.9251474,37.6273508,1138010300104450402,181.51,59.94,109.58,단독주택,32.2,5,2859000,급경사,세로장방,세로각지(가),소형,신혼부부,0,56,5,5
은평구,불광동,446-16,126.9247348,37.6257891,1138010300104460016,205.00,53.27,152.10,단독주택,29.6,9,2833000,급경사,사다리형,세로한면(가),소형,신혼부부,0,62,3,5
은평구,갈현동,227-29,126.9069608,37.6183131,1138010400102270029,149.00,0.00,109.76,단독주택,33.1,5,2836000,완경사,사다리형,세로한면(가),중형,신혼부부,0,36,2,8
은평구,갈현동,266-3,126.9118434,37.6228785,1138010400102660003,468.00,57.74,140.67,단독주택,28.2,9,2734200,완경사,세로장방,세로한면(가),소형,신혼부부,0,47,2,8
은평구,갈현동,269-5,126.9130985,37.6217513,1138010400102690005,,,,,,,3090000,평지,부정형,소로한면,소형,신혼부부,2,60,2,8
은평구,갈현동,392-27,126.9193149,37.624279,1138010400103920027,338.00,59.91,0.00,공동주택,22.0,12,5135000,평지,세로장방,소로한면,중형,청년,2,65,4,7
은평구,갈현동,491-19,126.9137724,37.6138322,1138010400104910019,172.90,59.88,149.34,공동주택,22.0,12,3735000,평지,가로장방,세로한면(가),소형,청년,1,73,5,11
은평구,갈현동,491-24,126.913731,37.6137347,1138010400104910024,165.00,0.00,164.96,단독주택,33.2,3,4471000,평지,가로장방,소로각지,중형,청년,1,72,5,11
은평구,갈현동,504-33,126.9147355,37.6177659,1138010400105040033,158.00,48.54,216.17,공동주택,34.4,5,2833000,평지,사다리형,세로한면(불),소형,청년,3,69,5,11
은평구,갈현동,522-6,126.9109382,37.6180266,1138010400105220006,0.00,59.96,240.89,공동주택,22.4,4,3687000,완경사,세로장방,소로각지,중형,청년,0,56,3,8
은평구,갈현동,523-48,126.9114421,37.6188584,1138010400105230048,,,,,,,2418000,완경사,사다리형,세로한면(가),소형,신혼부부,0,58,3,8
은평구,구산동,147-25,126.9083256,37.6127849,1138010500101470025,122.80,60.42,0.00,단독주택,31.3,5,3160000,완경사,정방형,세로한면(가),소형,청년,0,49,3,9
은평구,구산동,178-20,126.9081021,37.6082591,1138010500101780020,169.00,59.80,97.08,공동주택,21.6,1,2857000,평지,정방형,세로한면(불),소형,신혼부부,0,58,3,7
은평구,구산동,308-83,126.903544,37.6165914,1138010500103080083,189.00,0.00,152.35,단독주택,33.7,5,2663000,급경사,가로장방,세로한면(가),,청년,0,20,2,5
은평구,대조동,197-11,126.9204313,37.6172368,1138010600101970011,208.50,0.00,148.18,단독주택,34.2,5,5963000,평지,정방형,세로한면(가),소형,신혼부부,3,71,4,3
은평구,대조동,216-7,126.9198427,37.6149917,1138010600102160007,0.00,0.00,113.82,단독주택,33.5,4,3611000,평지,사다리형,세로한면(가),소형,신혼부부,3,69,4,5
은평구,역촌동,6-8,126.9180361,37.6094052,1138010800100060008,152.93,59.22,127.37,단독주택,31.7,6,3664000,평지,세로장방,세로한면(가),소형,신혼부부,2,68,3,6
은평구,역촌동,10-8,126.9174027,37.6065753,1138010800100100008,,,,,,,3340000,평지,세로장방,세로각지(가),소형,신혼부부,2,71,4,4
은평구,역촌동,25-71,126.9190171,37.6057669,1138010800100250071,,,,,,,3326000,평지,부정형,세로각지(가),소형,신혼부부,2,75,3,4
은평구,역촌동,41-56,126.9203085,37.6020243,1138010800100410056,380.20,100.00,340.94,공동주택,28.9,11,4078000,평지,정방형,세로한면(가),소형,신혼부부,2,71,3,2
은평구,역촌동,56-32,126.9113872,37.6053995,1138010800100560032,175.20,58.16,162.87,단독주택,29.1,8,4798000,평지,사다리형,중로각지,,청년,0,62,3,7
은평구,역촌동,56-36,126.9115747,37.6052788,1138010800100560036,0.00,0.00,0.00,단독주택,31.0,8,2911000,평지,정방형,세로한면(불),소형,청년,0,64,3,7
은평구,역촌동,56-37,126.9117228,37.6052888,1138010800100560037,131.85,56.27,149.34,단독주택,28.0,11,2911000,평지,정방형,세로한면(불),소형,신혼부부,0,65,3,7
은평구,역촌동,65-19,126.9137012,37.6033252,1138010800100650019,184.50,57.56,141.32,공동주택,21.7,16,3646000,평지,세로장방,세로한면(가),,청년,1,75,2,1
은평구,역촌동,77-43,126.9077787,37.6016416,1138010800100770043,130.37,59.42,152.62,단독주택,32.6,4,2997000,완경사,사다리형,세로한면(가),소형,청년,1,60,2,1
은평구,역촌동,80-33,126.9119435,37.6017962,1138010800100800033,,,,,,,3001000,평지,자루형,세로한면(가),소형,청년,1,79,2,2
은평구,역촌동,81-59,126.913015,37.6020233,1138010800100810059,165.60,58.81,170.79,단독주택,31.1,7,3631000,평지,사다리형,세로한면(가),소형,청년,1,80,2,2
은평구,역촌동,84-10,126.9145684,37.6007984,1138010800100840010,195.86,0.00,121.79,단독주택,30.5,7,3147000,평지,가로장방,세로한면(불),소형,청년,1,84,2,1
은평구,신사동,13-9,126.9080876,37.6006005,1138010900100130009,0.00,59.71,0.00,단독주택,27.7,11,3827000,평지,세로장방,세로한면(가),중형,청년,1,57,2,1
은평구,신사동,28-21,126.9123974,37.5970969,1138010900100280021,205.50,57.56,163.59,단독주택,32.5,8,3357000,평지,세로장방,세로한면(가),소형,신혼부부,2,81,5,1
은평구,신사동,30-27,126.9108152,37.5959676,1138010900100300027,172.00,53.82,166.02,단독주택,33.4,7,3530000,평지,세로장방,세로한면(가),소형,청년,2,79,5,2
