자치구,법정동,지번,경도,위도,PNU,대지면적_m2,건폐율_pct,용적률_pct,주택형태,노후년수,임대세대수,공시지가_2026_원per_m2,지형높이,지형형상,도로접면,OSC공법,신규임대유형,지하철역_800m,버스정류장_800m,초등학교_800m,중고등학교_800m
강남구,논현동,134-12,127.0278618,37.5114325,1168010800101340012,300.10,51.82,83.12,단독주택,31.3,15,7551000,평지,자루형,세로한면(가),소형,청년,3,42,1,0
강남구,논현동,148-4,127.0275572,37.5111038,1168010800101480004,,,,,,,7445000,평지,자루형,세로한면(가),소형,신혼부부,3,39,1,0
강남구,논현동,151-5,127.0304926,37.5112524,1168010800101510005,265.70,58.42,158.64,단독주택,23.3,10,10170000,평지,정방형,세로한면(가),소형,청년,3,35,1,0
강남구,논현동,174-12,127.0313976,37.5099048,1168010800101740012,,,,,,,9237000,평지,가로장방,세로한면(가),소형,청년,2,36,2,0
강남구,논현동,180-3,127.0274763,37.5076836,1168010800101800003,222.25,59.98,170.94,단독주택,31.4,8,9423000,평지,세로장방,세로한면(가),소형,신혼부부,2,46,1,0
강남구,논현동,189-18,127.0301296,37.5077135,1168010800101890018,,,,,,,8217000,평지,자루형,세로한면(가),소형,신혼부부,2,42,1,0
강남구,논현동,231-3,127.0362411,37.5098792,1168010800102310003,215.20,49.81,110.90,단독주택,30.1,13,14210000,평지,세로장방,세로한면(가),중형,신혼부부,3,39,1,0
강남구,논현동,262-10,127.0375599,37.5119806,1168010800102620010,,,,,,,9135000,평지,세로장방,세로각지(가),소형,신혼부부,4,44,1,0
강남구,논현동,263-2,127.0379578,37.5117503,1168010800102630002,275.90,59.01,157.78,단독주택,30.6,8,9976000,평지,사다리형,세로각지(가),소형,청년,4,44,1,0
강남구,논현동,263-3,127.0381121,37.5117903,1168010800102630003,,,,,,,9135000,평지,세로장방,세로각지(가),소형,청년,4,44,2,0
강남구,논현동,272-4,127.0399177,37.5112994,1168010800102720004,216.30,52.63,157.89,단독주택,29.7,6,10120000,평지,세로장방,세로한면(가),소형,신혼부부,3,39,2,1
강남구,도곡동,193-77,127.0445177,37.4869235,1168011800101930077,,,,,,,9636000,평지,사다리형,세로각지(가),,신혼부부,1,43,1,2
구로구,개봉동,44-3,126.8412849,37.5033313,1153010700100440003,,,,,,,2398000,완경사,부정형,세로한면(가),소형,청년,0,57,3,3
구로구,개봉동,270-75,126.8517136,37.4897121,1153010700102700075,247.35,54.87,149.20,단독주택,22.2,8,2863000,완경사,부정형,세로한면(가),소형,청년,0,43,3,1
구로구,개봉동,278-16,126.8578842,37.4883027,1153010700102780016,,,,,,,3409000,평지,자루형,소로한면,,신혼부부,0,44,2,1
구로구,개봉동,305-31,126.8525474,37.4933241,1153010700103050031,,,,,,,3414000,평지,가로장방,세로한면(가),소형,청년,0,59,2,2
구로구,개봉동,313-7,126.8518938,37.4820772,1153010700103130007,,,,,,,2534000,평지,사다리형,세로각지(가),소형,청년,1,19,2,1
구로구,개봉동,319-27,126.8516573,37.4925661,1153010700103190027,193.00,0.00,185.49,단독주택,32.4,5,2659000,완경사,자루형,세로한면(가),소형,청년,0,56,2,2
구로구,개봉동,323-30,126.8532949,37.4929099,1153010700103230030,,,,,,,3290000,평지,자루형,소로한면,소형,청년,0,58,2,2
구로구,개봉동,337-18,126.8516219,37.4899625,1153010700103370018,168.30,54.27,0.00,단독주택,27.9,5,3237000,완경사,세로장방,세로각지(가),소형,청년,0,44,3,1
구로구,개봉동,342-3,126.8531792,37.4894787,1153010700103420003,,,,,,,3254000,평지,세로장방,세로한면(가),소형,신혼부부,0,48,3,1
구로구,개봉동,365-6,126.8537666,37.4850418,1153010700103650006,0.00,58.48,0.00,공동주택,22.9,5,3113000,평지,자루형,소로한면,소형,신혼부부,1,35,3,1
구로구,개봉동,417-25,126.8621686,37.4942557,1153010700104170025,,,,,,,2757000,평지,사다리형,세로한면(가),,신혼부부,0,47,3,2
구로구,개봉동,459-1,126.8545721,37.5008095,1153010700104590001,169.00,59.78,0.00,단독주택,30.5,6,3363000,완경사,가로장방,세로각지(가),소형,청년,0,81,3,2
구로구,오류동,27-39,126.8438774,37.4977195,1153010800100270039,,,,,,,2810000,완경사,사다리형,세로한면(가),소형,신혼부부,0,57,2,1
구로구,오류동,31-259,126.8443804,37.4988618,1153010800100310259,0.00,57.64,179.36,단독주택,25.6,5,2750000,완경사,부정형,세로한면(가),소형,신혼부부,0,57,2,1
구로구,오류동,313-35,126.8364537,37.4967668,1153010800103130035,,,,,,,2684000,평지,사다리형,세로한면(가),소형,신혼부부,0,49,1,2
구로구,구로동,743-43,126.8867393,37.4885184,1153010200107430043,129.10,59.81,102.28,단독주택,31.2,5,2981000,평지,세로장방,세로한면(가),소형,신혼부부,1,51,3,1
금천구,독산동,165-29,126.9015721,37.4721341,1154510200101650029,132.20,59.18,108.56,단독주택,31.6,4,3047000,완경사,세로장방,세로한면(가),소형,청년,0,66,3,3
금천구,독산동,181-97,126.9050073,37.4710284,1154510200101810097,130.60,56.35,155.86,단독주택,28.3,6,2614000,완경사,사다리형,세로각지(가),소형,신혼부부,0,51,5,3
금천구,독산동,181-98,126.9050198,37.4711015,1154510200101810098,116.70,59.97,102.16,단독주택,32.0,5,2516000,완경사,정방형,세로한면(가),소형,청년,0,50,5,3
금천구,독산동,181-108,126.9053261,37.471082,1154510200101810108,175.00,59.32,232.82,단독주택,21.2,5,2490000,완경사,사다리형,세로한면(가),소형,청년,0,51,5,3
금천구,독산동,186-6,126.9037662,37.4690166,1154510200101860006,113.70,57.04,114.08,단독주택,33.6,5,2930000,완경사,사다리형,세로한면(가),소형,신혼부부,0,60,4,1
금천구,독산동,188-23,126.9044584,37.4702583,1154510200101880023,126.20,49.63,99.27,단독주택,36.5,5,2661000,완경사,가로장방,세로한면(가),소형,청년,0,56,5,1
금천구,독산동,199-27,126.9013774,37.4708124,1154510200101990027,145.80,59.36,113.17,단독주택,31.1,5,2887000,평지,정방형,세로한면(가),소형,청년,0,64,4,2
금천구,독산동,378-48,126.9069931,37.4649565,1154510200103780048,141.50,46.83,93.67,단독주택,30.7,3,2925000,완경사,가로장방,세로각지(가),,신혼부부,0,38,4,1
금천구,독산동,378-433,126.904642,37.4637232,1154510200103780433,92.30,59.91,106.51,단독주택,32.2,4,3201000,완경사,사다리형,세로각지(가),소형,청년,0,39,3,1
금천구,독산동,893-18,126.9084745,37.4764153,1154510200108930018,201.30,59.53,113.94,단독주택,31.2,7,3240000,평지,세로장방,세로한면(가),소형,청년,0,59,3,4
금천구,독산동,896-5,126.9077028,37.4781076,1154510200108960005,208.30,59.94,102.22,단독주택,31.4,8,3300000,평지,정방형,세로한면(가),소형,신혼부부,0,66,4,4
금천구,독산동,1021-21,126.9041437,37.4682342,1154510200110210021,281.00,56.76,140.96,단독주택,27.3,8,2905000,평지,사다리형,세로한면(가),소형,청년,0,57,3,1
금천구,독산동,1022-59,126.9037088,37.466904,1154510200110220059,0.00,57.71,0.00,공동주택,22.6,12,2612000,완경사,세로장방,세로한면(가),소형,신혼부부,0,51,3,1
금천구,독산동,1102-4,126.8903291,37.4539033,1154510200111020004,525.00,59.97,2701.00,단독주택,31.2,8,2817000,평지,정방형,소로한면,중형,청년,0,26,2,1
금천구,시흥동,793-15,126.9069053,37.4614999,1154510300107930015,,,,,,,2777000,평지,자루형,세로한면(가),소형,청년,0,37,4,1
금천구,시흥동,807-15,126.9079183,37.4585337,1154510300108070015,278.00,47.10,177.78,공동주택,31.3,4,2768400,평지,부정형,세로각지(가),소형,청년,0,45,3,1
금천구,시흥동,808-23,126.9081927,37.4580658,1154510300108080023,,,,,,,2399300,평지,자루형,세로각지(가),소형,청년,0,51,3,1
금천구,시흥동,835-26,126.9076161,37.4523988,1154510300108350026,,,,,,,3299000,평지,세로장방,세로한면(가),소형,청년,0,81,6,5
금천구,시흥동,853-36,126.9031216,37.4577998,1154510300108530036,,,,,,,2533000,평지,자루형,세로한면(가),소형,청년,0,64,3,1
금천구,시흥동,856-6,126.9044173,37.4593569,1154510300108560006,,,,,,,3611000,평지,세로장방,세로한면(가),소형,신혼부부,0,52,3,1
금천구,시흥동,891-17,126.9027877,37.4523532,1154510300108910017,,,,,,,3692000,평지,세로장방,세로한면(가),소형,청년,0,72,3,4
금천구,시흥동,917-33,126.9086828,37.4494165,1154510300109170033,,,,,,,2736000,평지,자루형,소로한면,소형,청년,0,71,6,6
금천구,시흥동,930-1,126.9089692,37.4473425,1154510300109300001,,,,,,,2810000,평지,세로장방,세로한면(가),소형,청년,0,62,4,6
금천구,시흥동,945-43,126.9063015,37.4427262,1154510300109450043,,,,,,,2783000,완경사,사다리형,세로한면(가),소형,청년,0,26,2,3
금천구,시흥동,985-19,126.9027716,37.4460115,1154510300109850019,,,,,,,3096000,평지,사다리형,세로한면(가),소형,청년,0,54,3,5
영등포구,영등포동,602-22,126.9099451,37.5133741,1156010100106020022,,,,,,,4993000,평지,자루형,중로한면,소형,청년,1,57,3,3
영등포구,영등포동,618-75,126.9066417,37.5134809,1156010100106180075,,,,,,,4606000,평지,사다리형,세로한면(가),소형,청년,0,58,4,2
영등포구,도림동,186-7,126.898147,37.5097413,1156011800101860007,,,,,,,3564000,평지,사다리형,세로한면(가),소형,청년,1,66,2,0
영등포구,신길동,158-40,126.9133909,37.5102629,1156013200101580040,,,,,,,5024000,평지,세로장방,세로각지(가),소형,청년,0,68,3,3
영등포구,신길동,287-16,126.9079307,37.5092354,1156013200102870016,,,,,,,3934000,평지,사다리형,세로한면(가),소형,청년,0,64,4,2
영등포구,대림동,730-4,126.895877,37.4954,1156013300107300004,,,,,,,4022000,평지,사다리형,소로각지,,청년,2,72,6,5
영등포구,대림동,882-23,126.9033871,37.493894,1156013300108820023,,,,,,,3665000,완경사,사다리형,세로한면(불),소형,청년,2,69,4,3
영등포구,대림동,934-52,126.9053912,37.4922897,1156013300109340052,210.43,54.02,145.24,단독주택,27.7,7,4338000,평지,사다리형,세로각지(가),소형,청년,1,55,3,3
동작구,노량진동,215-1,126.9464208,37.5100459,1159010100102150001,278.00,58.03,210.40,단독주택,26.9,13,6928000,완경사,사다리형,세로한면(가),소형,청년,1,84,4,0
동작구,노량진동,221-23,126.9448736,37.5096755,1159010100102210023,,,,,,,4537000,급경사,사다리형,세로한면(가),,청년,2,84,3,0
동작구,상도동,134-252,126.9536861,37.4936873,1159010200101340252,0.00,57.78,0.00,단독주택,26.7,6,3451000,급경사,세로장방,세로한면(불),소형,청년,1,47,2,4
동작구,상도동,244-226,126.937366,37.4987362,1159010200102440226,210.16,59.33,155.00,단독주택,32.3,5,3840000,급경사,사다리형,세로한면(가),소형,청년,1,86,2,2
동작구,상도동,244-235,126.9373935,37.4983568,1159010200102440235,193.29,0.00,105.42,단독주택,33.5,5,3917000,급경사,정방형,세로한면(가),소형,청년,1,85,2,5
동작구,상도동,244-236,126.9373982,37.4982515,1159010200102440236,,,,,,,3917000,급경사,정방형,세로한면(가),소형,청년,1,85,2,5
동작구,상도동,244-258,126.9370208,37.4981544,1159010200102440258,0.00,59.74,0.00,단독주택,32.4,5,4114000,급경사,사다리형,소로각지,소형,청년,2,84,2,4
동작구,상도동,299-191,126.9295408,37.4955865,1159010200102990191,0.00,40.76,0.00,공동주택,32.5,10,4765000,완경사,사다리형,세로각지(가),,청년,1,84,2,3
동작구,사당동,183-34,126.9636847,37.4909233,1159010700101830034,115.00,59.89,114.89,공동주택,22.0,8,5052000,완경사,사다리형,중로한면,중형,청년,0,51,2,3
동작구,사당동,202-21,126.9649653,37.4878521,1159010700102020021,415.01,59.92,117.79,단독주택,29.3,7,4530000,평지,사다리형,세로각지(가),소형,청년,1,51,3,6
동작구,사당동,206-104,126.9666502,37.4872521,1159010700102060104,228.00,59.85,210.02,단독주택,22.7,11,4495000,평지,가로장방,세로한면(가),소형,청년,1,59,3,5
동작구,사당동,235-13,126.9680072,37.4830442,1159010700102350013,147.10,49.55,169.43,단독주택,28.0,11,4430000,완경사,사다리형,세로한면(가),소형,청년,2,52,3,5
동작구,대방동,391-21,126.9278505,37.5014996,1159010800103910021,171.00,59.48,163.51,단독주택,32.4,10,5970000,완경사,세로장방,소로한면,중형,신혼부부,2,82,2,8
동작구,대방동,391-34,126.9270731,37.501556,1159010800103910034,344.00,59.28,138.45,단독주택,21.6,6,4170000,평지,부정형,세로한면(가),소형,청년,2,78,2,8
동작구,신대방동,344-73,126.9265561,37.4961642,1159010900103440073,226.00,58.89,163.05,단독주택,27.5,7,3559000,완경사,사다리형,세로한면(불),소형,청년,2,79,2,4
동작구,신대방동,692-43,126.9115469,37.4874924,1159010900106920043,142.25,0.00,175.68,단독주택,33.2,5,4218000,평지,자루형,중로한면,소형,청년,1,53,4,2
관악구,봉천동,66-18,126.9569455,37.4816785,1162010100100660018,150.80,58.04,168.16,단독주택,30.0,5,4280000,완경사,세로장방,세로한면(가),소형,청년,2,48,6,3
관악구,봉천동,66-102,126.9575563,37.4811188,1162010100100660102,0.00,59.03,0.00,단독주택,31.1,5,4280000,완경사,세로장방,세로한면(가),소형,신혼부부,2,49,5,3
관악구,봉천동,98-4,126.9586875,37.4812154,1162010100100980004,122.00,54.23,108.39,단독주택,20.8,16,3687000,완경사,사다리형,세로한면(불),소형,신혼부부,2,51,4,3
관악구,봉천동,100-208,126.9609225,37.481779,1162010100101000208,76.01,0.00,119.30,단독주택,34.9,6,4239000,완경사,가로장방,세로각지(가),소형,청년,2,58,5,4
관악구,봉천동,180-582,126.9689794,37.4690031,1162010100101800582,159.00,59.11,154.19,단독주택,27.3,7,3872000,완경사,세로장방,중로한면,중형,청년,0,23,1,2
관악구,봉천동,480-110,126.9479372,37.4877199,1162010100104800110,0.00,59.88,0.00,단독주택,31.1,7,3801000,완경사,세로장방,세로한면(가),소형,청년,0,84,4,4
관악구,봉천동,635-98,126.9414896,37.490119,1162010100106350098,205.00,54.45,158.37,단독주택,28.0,6,3249000,완경사,세로장방,세로한면(가),소형,청년,0,103,2,5
관악구,봉천동,635-407,126.9411954,37.4906408,1162010100106350407,145.00,59.93,168.24,단독주택,29.3,6,3085000,완경사,정방형,세로한면(불),소형,청년,0,98,2,6
관악구,봉천동,649-146,126.9349332,37.4882362,1162010100106490146,145.00,59.70,132.53,단독주택,22.2,6,3889000,완경사,사다리형,세로한면(불),소형,청년,1,78,2,3
관악구,봉천동,661-51,126.9324413,37.4885922,1162010100106610051,142.46,59.43,151.89,공동주택,22.0,7,4023000,완경사,가로장방,세로한면(가),,청년,1,82,1,2
관악구,봉천동,662-95,126.9338399,37.4891964,1162010100106620095,179.64,0.00,157.31,단독주택,34.1,7,3784000,완경사,사다리형,세로한면(가),소형,신혼부부,1,82,1,2
관악구,봉천동,693-1,126.9304382,37.4905176,1162010100106930001,0.00,59.55,0.00,단독주택,27.5,6,3397000,평지,부정형,세로한면(가),소형,청년,1,75,1,2
관악구,봉천동,715-40,126.9307803,37.4929335,1162010100107150040,0.00,59.89,0.00,단독주택,32.4,7,3923000,완경사,세로장방,세로한면(가),소형,신혼부부,1,78,1,2
관악구,봉천동,715-132,126.9303431,37.4932497,1162010100107150132,212.00,59.81,158.39,단독주택,24.1,4,3566000,완경사,사다리형,세로한면(가),소형,신혼부부,1,84,1,3
관악구,봉천동,900-46,126.9450232,37.4851213,1162010100109000046,157.70,59.42,124.80,단독주택,20.2,3,4347000,완경사,세로장방,세로한면(가),소형,신혼부부,1,73,4,2
관악구,봉천동,900-78,126.9444936,37.4849729,1162010100109000078,135.50,59.87,169.17,단독주택,28.1,18,4347000,완경사,정방형,세로한면(가),소형,청년,1,73,4,2
관악구,봉천동,902-42,126.9443438,37.4864639,1162010100109020042,112.10,57.58,158.22,단독주택,23.0,6,4492000,평지,사다리형,세로한면(가),소형,신혼부부,1,81,4,3
관악구,봉천동,921-5,126.944449,37.4810487,1162010100109210005,254.20,47.81,179.10,공동주택,31.3,12,6686000,평지,세로장방,세로한면(가),소형,청년,2,55,4,4
관악구,봉천동,934-10,126.9412505,37.4845483,1162010100109340010,,,,,,,4383000,평지,정방형,세로한면(가),소형,신혼부부,1,73,4,3
관악구,봉천동,1598-36,126.9533772,37.4783226,1162010100115980036,,,,,,,5923000,평지,정방형,세로한면(가),소형,청년,1,41,4,5
관악구,봉천동,1617-2,126.9556896,37.4764048,1162010100116170002,145.50,59.89,178.39,단독주택,21.9,6,5131000,완경사,정방형,세로한면(가),소형,신혼부부,2,42,4,4
관악구,봉천동,1691-17,126.9683962,37.4762337,1162010100116910017,0.00,0.00,0.00,공동주택,45.1,1,4469000,완경사,사다리형,세로한면(가),,청년,1,37,3,5
관악구,신림동,10-130,126.9344833,37.4829011,1162010200100100130,,,,,,,3832000,완경사,세로장방,세로한면(가),소형,청년,2,69,1,2
관악구,신림동,90-58,126.931234,37.4804183,1162010200100900058,248.00,59.83,155.54,공동주택,20.9,6,3969000,완경사,사다리형,세로한면(가),소형,청년,1,59,1,2
관악구,신림동,92-58,126.9356265,37.4791757,1162010200100920058,129.45,59.94,223.99,단독주택,31.3,5,2582000,급경사,사다리형,세로한면(가),소형,청년,2,62,1,2
관악구,신림동,92-72,126.9355152,37.4789735,1162010200100920072,129.50,59.66,102.25,단독주택,31.8,5,2407000,급경사,정방형,세로한면(불),,청년,2,60,3,2
관악구,신림동,92-73,126.9354242,37.4789874,1162010200100920073,126.00,59.42,113.30,단독주택,29.2,9,2407000,급경사,정방형,세로한면(불),소형,신혼부부,2,60,3,2
관악구,신림동,92-225,126.9364571,37.4780254,1162010200100920225,208.00,58.82,162.28,공동주택,21.7,6,3438000,급경사,가로장방,세로한면(가),소형,신혼부부,1,56,2,2
관악구,신림동,92-332,126.9350829,37.4793711,1162010200100920332,157.00,59.62,194.61,단독주택,27.5,8,3007000,급경사,세로장방,세로한면(가),소형,신혼부부,2,64,2,2
관악구,신림동,94-171,126.9376537,37.4780652,1162010200100940171,117.70,59.83,178.85,단독주택,31.6,9,2956000,급경사,세로장방,세로한면(가),소형,청년,1,54,2,4
관악구,신림동,94-186,126.9374083,37.4775388,1162010200100940186,180.95,59.97,179.50,단독주택,31.5,8,3888000,완경사,사다리형,세로한면(가),소형,신혼부부,1,54,2,4
관악구,신림동,95-24,126.9380338,37.476408,1162010200100950024,181.75,54.96,110.66,단독주택,28.1,15,3857000,평지,사다리형,세로한면(불),소형,청년,1,49,2,4
관악구,신림동,95-80,126.939216,37.476773,1162010200100950080,289.00,59.95,160.47,단독주택,31.4,9,3300000,완경사,사다리형,세로각지(가),소형,신혼부부,1,55,2,4
관악구,신림동,98-55,126.9425012,37.4747883,1162010200100980055,188.00,59.90,135.99,단독주택,31.7,5,2752000,급경사,정방형,세로한면(가),소형,신혼부부,0,36,4,8
관악구,신림동,98-85,126.9431915,37.4747541,1162010200100980085,140.88,57.64,103.50,단독주택,28.5,11,2752000,급경사,정방형,세로한면(가),소형,청년,0,32,4,8
관악구,신림동,98-119,126.9411564,37.4743296,1162010200100980119,220.00,59.90,161.32,단독주택,30.9,6,2752000,급경사,세로장방,세로한면(가),소형,신혼부부,0,42,3,5
관악구,신림동,98-196,126.9427331,37.4745404,1162010200100980196,140.00,57.32,156.08,단독주택,28.1,9,2897000,급경사,정방형,세로각지(가),소형,신혼부부,0,34,4,8
관악구,신림동,98-207,126.9421649,37.4741048,1162010200100980207,192.00,59.91,161.13,단독주택,32.2,6,2866000,급경사,정방형,세로한면(가),소형,신혼부부,0,37,3,8
관악구,신림동,98-234,126.9415468,37.4754122,1162010200100980234,169.00,59.58,113.20,단독주택,31.4,6,2911000,급경사,정방형,세로한면(가),소형,신혼부부,1,41,3,5
관악구,신림동,98-241,126.9412735,37.4752278,1162010200100980241,170.20,59.98,110.88,단독주택,31.1,10,2445000,급경사,자루형,세로한면(가),소형,신혼부부,0,41,3,5
관악구,신림동,98-365,126.941629,37.4757874,1162010200100980365,169.73,0.00,167.38,단독주택,32.6,6,3056000,급경사,가로장방,세로각지(가),소형,유지,1,39,2,5
관악구,신림동,98-366,126.9416601,37.4757152,1162010200100980366,,,,,,,2911000,급경사,세로장방,세로한면(가),소형,유지,1,39,2,5
관악구,신림동,98-384,126.9422321,37.4742449,1162010200100980384,185.00,59.98,0.00,공동주택,20.5,8,2866000,급경사,정방형,세로한면(가),소형,유지,0,37,3,8
관악구,신림동,98-405,126.9418989,37.4745208,1162010200100980405,177.00,58.90,133.36,단독주택,31.1,8,2897000,급경사,정방형,세로각지(가),소형,유지,0,37,3,5
관악구,신림동,98-406,126.9433262,37.4747096,1162010200100980406,265.40,59.54,211.86,공동주택,22.4,8,2752000,급경사,가로장방,세로한면(가),소형,청년,0,33,4,8
관악구,신림동,102-23,126.9413685,37.4740022,1162010200101020023,212.00,59.67,87.76,단독주택,27.1,8,3002000,급경사,세로장방,세로한면(가),소형,청년,0,41,3,5
관악구,신림동,102-46,126.9413584,37.4736164,1162010200101020046,211.70,50.24,213.80,단독주택,34.0,11,3002000,급경사,세로장방,세로한면(가),소형,청년,0,42,2,5
관악구,신림동,108-9,126.9362463,37.4731628,1162010200201080009,331.00,59.91,175.90,단독주택,31.7,8,66300,평지,사다리형,세로각지(가),소형,청년,0,53,2,2
관악구,신림동,127-36,126.9380772,37.4728452,1162010200101270036,185.00,59.21,141.91,단독주택,30.5,6,3489000,완경사,부정형,세로한면(가),소형,청년,0,48,2,5
관악구,신림동,251-130,126.9389634,37.4651504,1162010200102510130,154.80,59.98,103.68,단독주택,30.6,6,2836000,완경사,세로장방,세로한면(불),소형,청년,0,32,3,4
관악구,신림동,251-131,126.9390497,37.4652036,1162010200102510131,132.40,49.75,108.06,단독주택,35.1,5,2836000,완경사,세로장방,세로한면(불),소형,청년,0,31,3,4
관악구,신림동,251-169,126.9384325,37.4670867,1162010200102510169,132.00,0.00,113.81,단독주택,33.3,5,3217000,완경사,세로장방,세로한면(불),소형,청년,0,40,3,5
관악구,신림동,251-503,126.9398491,37.4643173,1162010200102510503,,,,,,,3188000,급경사,부정형,소로각지,소형,신혼부부,0,26,2,4
관악구,신림동,254-1,126.9352941,37.4661276,1162010200102540001,,,,,,,3161000,급경사,사다리형,세로한면(가),소형,신혼부부,0,38,4,3
관악구,신림동,254-213,126.9363246,37.4658282,1162010200102540213,268.00,54.27,0.00,단독주택,28.4,15,3293000,급경사,세로장방,세로한면(가),소형,신혼부부,0,34,3,4
관악구,신림동,306-33,126.9331225,37.46475,1162010200103060033,176.74,59.90,146.73,단독주택,32.2,6,3765000,급경사,정방형,세로한면(가),소형,청년,0,39,3,5
관악구,신림동,409-30,126.9329597,37.4769732,1162010200104090030,,,,,,,3407000,급경사,가로장방,세로한면(가),소형,청년,0,49,2,2
관악구,신림동,409-164,126.9318354,37.4780638,1162010200104090164,179.00,59.93,155.97,단독주택,31.1,8,4428000,완경사,세로장방,세로한면(가),소형,청년,1,54,1,2
관악구,신림동,412-104,126.9300491,37.4761327,1162010200104120104,157.94,59.68,103.02,단독주택,32.1,5,3144000,급경사,가로장방,세로각지(가),소형,청년,0,52,2,3
관악구,신림동,412-133,126.9289032,37.4756142,1162010200104120133,165.00,59.96,144.82,단독주택,30.4,6,2719000,급경사,세로장방,세로한면(가),소형,신혼부부,0,51,1,3
관악구,신림동,412-216,126.9287765,37.4756309,1162010200104120216,,,,,,,2610000,급경사,사다리형,세로한면(가),소형,신혼부부,0,51,1,3
관악구,신림동,412-217,126.9286383,37.4756528,1162010200104120217,0.00,57.64,0.00,단독주택,28.8,6,2610000,급경사,사다리형,세로한면(가),소형,청년,0,51,1,3
관악구,신림동,412-320,126.9299254,37.4761391,1162010200104120320,156.43,0.00,126.23,단독주택,33.5,5,2719000,급경사,세로장방,세로한면(가),소형,청년,0,52,2,3
관악구,신림동,412-398,126.9307047,37.4775303,1162010200104120398,,,,,,,3499000,완경사,세로장방,세로한면(가),소형,신혼부부,1,53,1,2
관악구,신림동,412-475,126.930443,37.4762203,1162010200104120475,0.00,59.25,0.00,단독주택,31.0,7,2732000,급경사,세로장방,세로한면(가),소형,신혼부부,0,50,2,3
관악구,신림동,441-36,126.9230357,37.4818216,1162010200104410036,159.00,60.12,146.96,단독주택,22.7,5,4396000,완경사,세로장방,세로한면(가),소형,신혼부부,1,64,3,4
관악구,신림동,441-41,126.9229317,37.4823395,1162010200104410041,105.85,59.39,173.53,단독주택,22.0,3,4227000,완경사,사다리형,세로한면(가),소형,신혼부부,1,59,3,4
관악구,신림동,459-16,126.9213584,37.4877338,1162010200104590016,139.00,56.06,180.04,단독주택,22.4,4,4454000,평지,가로장방,세로한면(가),소형,신혼부부,1,53,2,3
관악구,신림동,459-38,126.9202661,37.4877415,1162010200104590038,142.00,58.17,168.75,단독주택,21.8,13,4375000,평지,세로장방,세로한면(가),소형,청년,1,59,2,4
관악구,신림동,463-62,126.9230033,37.4855634,1162010200104630062,134.00,0.00,144.74,단독주택,32.7,5,4361000,평지,사다리형,세로한면(가),소형,청년,1,54,1,3
관악구,신림동,465-3,126.9226726,37.4837107,1162010200104650003,,,,,,,4892000,완경사,사다리형,세로한면(가),소형,청년,1,62,1,4
관악구,신림동,468-13,126.9220916,37.4859733,1162010200104680013,0.00,59.43,0.00,단독주택,24.1,6,3816000,평지,자루형,세로한면(가),소형,청년,1,60,2,3
관악구,신림동,468-20,126.9212108,37.485839,1162010200104680020,0.00,57.25,0.00,단독주택,28.0,5,4899000,평지,세로장방,세로한면(가),소형,청년,2,59,2,3
관악구,신림동,469-16,126.9203042,37.4856755,1162010200104690016,184.50,59.89,94.07,단독주택,23.2,5,4383000,평지,세로장방,세로한면(불),소형,청년,1,58,2,4
관악구,신림동,473-9,126.9198273,37.4876789,1162010200104730009,174.20,59.95,163.93,단독주택,31.8,7,4827000,평지,세로장방,세로한면(가),소형,청년,1,58,2,4
관악구,신림동,485-40,126.9207935,37.4844649,1162010200104850040,142.74,0.00,108.71,단독주택,33.5,5,3675000,평지,자루형,세로한면(가),소형,청년,2,63,2,4
관악구,신림동,488-3,126.9199905,37.4838709,1162010200104880003,151.10,56.21,167.96,단독주택,26.2,7,4392000,평지,가로장방,세로한면(가),소형,청년,1,58,3,4
관악구,신림동,494-45,126.9171842,37.48611,1162010200104940045,214.60,53.28,99.81,단독주택,22.6,4,3794000,평지,자루형,세로한면(가),소형,청년,1,48,3,5
관악구,신림동,503-25,126.9164247,37.4854897,1162010200105030025,0.00,51.63,0.00,단독주택,31.2,6,4382000,평지,자루형,중로한면,소형,청년,1,49,3,4
관악구,신림동,505-5,126.9178612,37.4843739,1162010200105050005,205.30,58.85,95.45,단독주택,21.2,10,3915000,평지,자루형,세로한면(가),소형,청년,1,50,3,4
관악구,신림동,505-8,126.9179056,37.4840892,1162010200105050008,238.70,48.49,131.26,단독주택,28.3,8,4701000,평지,세로장방,세로한면(가),소형,신혼부부,1,49,4,4
관악구,신림동,510-35,126.9166195,37.4835491,1162010200105100035,203.60,54.39,82.38,단독주택,30.5,5,4299000,평지,자루형,소로한면,,신혼부부,1,56,5,4
관악구,신림동,569-43,126.9073773,37.4828954,1162010200105690043,351.40,48.74,166.17,단독주택,27.4,5,4250000,평지,가로장방,세로한면(불),소형,청년,2,70,4,1
관악구,신림동,570-23,126.9061204,37.4814521,1162010200105700023,276.70,59.94,109.91,단독주택,31.4,5,4255000,평지,자루형,소로한면,소형,청년,1,63,4,3
관악구,신림동,592-7,126.9174254,37.4775166,1162010200105920007,147.10,0.00,96.59,단독주택,33.3,8,3542000,평지,세로장방,세로한면(불),소형,청년,0,63,3,7
관악구,신림동,596-18,126.9184755,37.4770275,1162010200105960018,249.90,0.00,80.90,단독주택,33.7,8,3955000,평지,사다리형,세로한면(가),소형,청년,0,65,3,7
